,0
0,0.4523809523809524
1,0.5153374236785561
2,0.5214723930037095
3,0.5582822087717934
4,0.61349693288101
5,0.5766871169300899
6,0.5950920245398773
7,0.5828220860724069
8,0.6196319022061635
9,0.6257668715313168
10,0.6257668713484805
11,0.588957055214724
12,0.6319018406736339
13,0.6134969326981737
14,0.7116564420834641
15,0.6073619635558567
16,0.6134969326981737
17,0.6625766871165644
18,0.6257668715313168
19,0.6625766871165644
20,0.6319018408564702
21,0.6196319020233272
22,0.6309523809523809
23,0.6257668713484805
24,0.6564417181570837
25,0.6503067484662577
26,0.6196319022061635
27,0.6687116564417178
28,0.650306748649094
29,0.6441717791411042
30,0.6319018404907976
31,0.693251534108004
32,0.6687116566245541
33,0.650306748649094
34,0.6319018408564702
35,0.6319018406736339
36,0.6380368099987872
37,0.6748466257668712
38,0.6687116566245541
39,0.59509202490555
40,0.7116564420834641
41,0.6257668715313168
42,0.6748466261325439
43,0.6687116568073904
44,0.6441717793239407
45,0.6503067488319303
46,0.6380368101816236
47,0.6871165644171779
48,0.6319018408564702
49,0.6564417181570837
50,0.6748466259497075
51,0.6687116566245541
52,0.6625766871165644
53,0.6380368101816236
54,0.6625766874822371
55,0.6488095238095238
56,0.644171779506777
57,0.6748466261325439
58,0.656441717791411
59,0.7055214727583107
60,0.6564417179742473
