,0
0,0.63125
1,0.6322580654774943
2,0.6322580637470369
3,0.6967741935483871
4,0.6129032250373594
5,0.65806451535994
6,0.6967741950865715
7,0.6580645176672166
8,0.6516129047639908
9,0.6516129047639908
10,0.6516129039948987
11,0.60625
12,0.6903225802606152
13,0.65806451535994
14,0.6645161305704425
15,0.6516129028412604
16,0.593548386327682
17,0.7032258056825207
18,0.6580645157444862
19,0.6516129039948987
20,0.645161291860765
21,0.6838709692801198
22,0.69375
23,0.7096774208930231
24,0.6709677428968491
25,0.6838709673573894
26,0.625806450843811
27,0.6322580654774943
28,0.6967741950865715
29,0.6645161301858964
30,0.6838709688955737
31,0.7032258056825207
32,0.6193548402478618
33,0.6375
34,0.7096774208930231
35,0.6903225817987996
36,0.6967741927792949
37,0.6838709688955737
38,0.7161290332194298
39,0.6838709687033008
40,0.6774193540696175
41,0.6838709692801198
42,0.6774193540696175
43,0.7354838709677419
44,0.71875
45,0.7225806463149286
46,0.6774193540696175
47,0.7419354854091521
48,0.6774193563768941
49,0.7290322599872466
50,0.6903225816065265
51,0.7483870983123779
52,0.7096774185857465
53,0.709677420508477
54,0.7032258056825207
55,0.7
56,0.7225806447767442
57,0.677419355800075
58,0.7225806447767442
59,0.7290322592181544
60,0.7032258083743433
61,0.6967741947020254
62,0.7419354834864217
63,0.6838709673573894
64,0.7032258060670669
65,0.709677420316204
66,0.70625
67,0.7225806447767442
68,0.716129034180795
69,0.6838709669728433
70,0.72903225767997
71,0.6903225821833456
