,0
0,0.7675438596491229
1,0.8119469026548672
2,0.8473451327433629
3,0.8628318584070797
4,0.8716814159292036
5,0.8805309734513275
6,0.8827433628318584
7,0.8849557522123894
8,0.8871681415929203
9,0.8893805309734514
10,0.8783185840707964
11,0.8849557522123894
12,0.8827433628318584
13,0.9070796460176991
14,0.8738938053097345
15,0.8938053097345132
16,0.8938053097345132
17,0.8960176991150443
18,0.9070796460176991
19,0.911504424778761
20,0.9004424778761062
21,0.9070796460176991
22,0.8915929203539823
23,0.9048672566371682
24,0.9070796460176991
25,0.9292035398230089
26,0.911504424778761
27,0.8982300884955752
28,0.9247787610619469
29,0.9048672566371682
30,0.9137168141592921
31,0.8982300884955752
32,0.9314159292035398
33,0.9092920353982301
34,0.9247787610619469
35,0.911504424778761
36,0.911504424778761
37,0.9048672566371682
38,0.9203539823008849
39,0.9269911504424779
40,0.9203539823008849
41,0.911504424778761
42,0.9137168141592921
43,0.9070796460176991
44,0.9314159292035398
45,0.9137168141592921
46,0.915929203539823
47,0.922566371681416
48,0.9070796460176991
49,0.922566371681416
50,0.918141592920354
51,0.9203539823008849
52,0.915929203539823
53,0.9137168141592921
54,0.9070796460176991
55,0.915929203539823
56,0.922566371681416
57,0.922566371681416
58,0.9004424778761062
59,0.9247787610619469
60,0.9048672566371682
61,0.9269911504424779
62,0.9048672566371682
63,0.9092920353982301
64,0.922566371681416
