,0
0,0.39880952380952384
1,0.4601226993865031
2,0.5337423316540162
3,0.4723926380368098
4,0.546012270304323
5,0.5153374234957198
6,0.6012269940478671
7,0.5460122699386503
8,0.5950920245398773
9,0.5337423314711799
10,0.6809815954576972
11,0.656441717791411
12,0.6134969325153374
13,0.6196319022061635
14,0.6073619633730204
15,0.6380368101816236
16,0.6748466259497075
17,0.6073619633730204
18,0.6196319020233272
19,0.6012269940478671
20,0.6380368099987872
21,0.6196319018404908
22,0.625
23,0.6257668715313168
24,0.61349693288101
25,0.61349693288101
26,0.59509202490555
27,0.6564417181570837
28,0.5889570555803966
29,0.6319018406736339
30,0.5828220862552432
31,0.6196319022061635
32,0.6073619631901841
33,0.6130952380952381
34,0.6257668715313168
35,0.5950920247227136
36,0.644171779506777
37,0.61349693288101
38,0.5828220860724069
39,0.6257668715313168
40,0.644171779506777
41,0.588957055214724
42,0.59509202490555
43,0.59509202490555
44,0.6196319020233272
45,0.6134969326981737
46,0.588957055214724
47,0.6257668715313168
48,0.6012269938650306
49,0.6196319022061635
50,0.6073619633730204
51,0.6073619631901841
52,0.6257668713484805
53,0.5950920247227136
54,0.6134969326981737
55,0.6130952380952381
56,0.6196319022061635
