,0
0,20.964849744524276
1,20.89453714756878
2,20.802836435704144
3,20.763620025541154
4,20.708198184615995
5,20.706724927469264
6,20.61727720389337
7,20.638622049905038
8,20.57111364493341
9,20.64873015514912
10,20.511085592164584
11,20.49498943024618
12,20.564084035487262
13,20.503291697589898
14,20.502773472136514
15,20.495945245941723
16,20.42206203718127
17,20.47926000583391
18,20.48177469873721
19,20.459271261297122
20,20.406744038400475
21,20.4382176077439
22,20.404795237949916
23,20.398822070630782
24,20.41465866931377
25,20.367567705961825
26,20.42631295561059
27,20.31575355061724
28,20.37268202143944
29,20.314003306663842
30,20.374870031157887
31,20.327611923217773
32,20.339519173089712
33,20.330180667695544
34,20.32054044571391
35,20.33577248508945
36,20.30934605276658
37,20.33645588927474
38,20.33895824877031
39,20.280498469534095
40,20.34178644894091
41,20.336307233096633
42,20.324705627066958
43,20.355363026718422
44,20.31612321350472
45,20.318154446186462
46,20.35476801585566
47,20.27316167164434
48,20.333370688502775
49,20.347585935534145
50,20.323614506633735
51,20.337991772985166
52,20.261198336361375
53,20.34917839611966
54,20.321558349702986
55,20.32348414829799
56,20.316747337762564
