,0
0,15.857133293151856
1,12.941555429274036
2,9.81222963025493
3,7.790501006957023
4,7.067235574414653
5,6.15653921558011
6,4.198267905942855
7,3.7773078979984405
8,3.2135918763376052
9,2.9545644191003615
10,3.177442495284542
11,3.0228909611701966
12,2.3453068302523707
13,2.639086886375181
14,2.5087213239362165
15,2.6299430947149953
16,3.0457429239826816
17,2.090125500771307
18,2.5971397815212125
19,2.463728963175128
20,2.4886444214851626
21,2.654331474919473
22,2.165516495704651
23,2.3247927527273853
24,2.3096760842107957
25,2.7666068615451938
26,2.7966759220246344
27,2.81483489928707
28,3.025295680569064
29,3.0191452272476687
30,2.13792823976086
31,2.219323253631592
32,2.695132820067867
33,3.0144002705812456
34,2.6279027231277956
35,2.667715157231977
36,2.3491013819171536
37,2.0276334531845586
38,2.927709448722101
39,3.355196903597924
40,2.9745364281439013
41,2.842387700849964
42,2.7179120952083218
43,2.2867699523125924
44,2.382304495573044
45,2.4453783742843136
46,2.668278787982079
47,2.02084024260121
48,2.4364303588867187
49,1.7482394826027654
50,2.255617553957047
51,1.9766559885394188
52,1.9858708704671553
53,1.9758752023020099
54,1.9494703000591647
55,1.9960951721295714
56,1.7216294334780786
57,1.989786518773725
58,1.7898331903642224
59,1.5919080365088678
60,1.6380232584091925
61,2.1391160918820287
62,1.4420989759506717
63,1.714752274174844
64,1.7610955430615334
65,1.6158078193664551
66,1.670607727766037
67,1.677592678992979
68,1.6654025693093577
69,1.6369708453455278
70,1.3468691564375355
71,1.8137416032052809
