,0
0,20.84659240359352
1,20.752395021403494
2,20.691930115588605
3,20.66772428173229
4,20.60651680881992
5,20.583302913267918
6,20.541635560111764
7,20.53566863639223
8,20.48085085160893
9,20.498558313568676
10,20.391642307211285
11,20.541994363983715
12,20.3537977019702
13,20.47119594644184
14,20.288227666375096
15,20.41342401797055
16,20.4212935395036
17,20.276441585798207
18,20.387953120506616
19,20.306961843572513
20,20.340525761703773
21,20.296511971877397
22,20.310245786394393
23,20.280065009930382
24,20.306072398928777
25,20.24021669399519
26,20.34521421186763
27,20.260922613319444
28,20.24372871960599
29,20.244186448173288
30,20.23041988443012
31,20.25007768642683
32,20.190502482689233
33,20.300073354522144
34,20.208590899508422
35,20.213954656402027
36,20.215847378128146
37,20.153742328011916
38,20.178311213393883
39,20.277899829887904
40,20.08710149753313
41,20.262551898605253
42,20.162223968037797
43,20.213986016489976
44,20.21890214323266
45,20.193414325363065
46,20.233714331878474
47,20.17067807437452
48,20.23746736210548
49,20.239397095756296
50,20.13648876822068
51,20.21394100072194
52,20.201110395185786
53,20.259100931553753
54,20.18581114224861
55,20.191682633899507
56,20.247861616450585
57,20.1790788100541
58,20.24825973744773
59,20.17236270787526
60,20.182582106326986
