,0
0,0.5169651842953866
1,0.4132043468741189
2,0.3545038216145693
3,0.3317617541920822
4,0.3004226377316281
5,0.28587638237307555
6,0.2948132316886851
7,0.27038013219701507
8,0.2665687853849567
9,0.2645537784998923
10,0.27230122233782195
11,0.2396567292445529
12,0.2880549287769647
13,0.19747465786285104
14,0.26396076816373165
15,0.24370034973639831
16,0.23840720701006662
17,0.24490794905387195
18,0.24742382270308722
19,0.20886459930560888
20,0.22869562296674842
21,0.24962061485358045
22,0.2471201065762908
23,0.23592687963582246
24,0.2342732315388533
25,0.2011185579694214
26,0.23309662182345592
27,0.23460413655678256
28,0.192948851289343
29,0.247707648318162
30,0.21952260338363394
31,0.22410107663197987
32,0.1846231987320744
33,0.2386571815715427
34,0.20870099584283555
35,0.23136410701904545
36,0.22619832706003062
37,0.23938882997902358
38,0.2214881306827332
39,0.21115365071403505
40,0.20394405644321073
41,0.23085937856704788
42,0.22205848138021156
43,0.2146684134510898
44,0.21183512015350625
45,0.24537166783305925
46,0.22119380904575892
47,0.18509019080928601
48,0.24202202131922265
49,0.21978638722536575
50,0.20408934733904568
51,0.24193360364740402
52,0.21691237713119624
53,0.20844342351882858
54,0.24783796876405192
55,0.20302942230374413
56,0.19691794825124398
57,0.20472835653782945
58,0.2413199456919611
59,0.20403079546790207
60,0.21902408775568535
61,0.2159783379298396
62,0.22724779558046598
63,0.24744149543081237
64,0.18632459393249148
